,City,Lat,Lng,Max Temp,Humidity,Clouds,Wind Speed,Country,Date
356,Praia,14.9215,-23.5087,81.34,74,100,11.48,CV,1630073698
357,Sīrjān,29.452,55.6814,85.26,12,3,24.07,IR,1630073698
358,Nantucket,41.2835,-70.0995,85.96,83,1,9.22,US,1630073698
359,Carnarvon,-24.8667,113.6333,62.67,65,0,14.97,AU,1630073699
360,Morant Bay,17.8815,-76.4093,75.61,87,100,14.99,JM,1630073699
361,Bom Jesus da Lapa,-13.255,-43.4181,87.19,32,83,6.33,BR,1630073699
362,Kuching,1.55,110.3333,80.82,78,20,2.3,MY,1630073685
363,Labuhan,-6.8844,112.2051,80.2,64,82,7.23,ID,1630073700
364,Sorong,-0.8833,131.25,77.83,90,100,8.68,ID,1630073700
365,Coolum Beach,-26.5333,153.1,53.33,63,16,4.52,AU,1630073700
366,Yichang,30.7144,111.2847,69.51,93,100,1.77,CN,1630073564
367,Ulundi,-28.3352,31.4162,89.69,21,79,5.08,ZA,1630073701
368,São Lourenço do Oeste,-26.3592,-52.8511,62.38,52,44,5.95,BR,1630073701
369,Dārāb,28.7519,54.5444,96.22,9,6,19.91,IR,1630073702
370,Manicoré,-5.8092,-61.3003,98.51,30,79,3.67,BR,1630073702
371,Simpang,-1.2667,104.0833,76.75,84,100,4.18,ID,1630073702
372,Hirara,24.8,125.2833,82.76,80,1,12.35,JP,1630073703
373,Hopatcong,40.9329,-74.6593,86.32,69,35,0.0,US,1630073703
374,Jiuquan,39.7432,98.5174,70.23,29,3,18.19,CN,1630073704
375,Petropavlovsk-Kamchatskiy,53.0452,158.6483,53.89,85,65,3.02,RU,1630073704
376,Talcahuano,-36.7167,-73.1167,51.48,93,90,12.66,CL,1630073704
377,Batagay-Alyta,67.8006,130.4114,39.43,94,100,4.18,RU,1630073705
378,Lamu,-2.2717,40.902,80.82,71,22,14.92,KE,1630073705
379,Norman Wells,65.282,-126.8329,53.96,84,79,3.62,CA,1630073705
380,Harper,4.375,-7.7169,82.11,67,100,8.1,LR,1630073706
381,Agadez,19.75,10.25,105.08,12,5,2.01,NE,1630073706
382,Noumea,-22.2763,166.4572,67.98,79,64,6.17,NC,1630073706
383,Kasongo-Lunda,-6.4667,16.8167,94.57,32,88,7.05,CD,1630073707
384,Raudeberg,61.9875,5.1352,66.2,78,59,3.36,NO,1630073707
385,Mount Gambier,-37.8333,140.7667,41.95,73,0,8.21,AU,1630073707
386,Manzhouli,49.6,117.4333,51.96,86,86,8.63,CN,1630073708
387,Taunggyi,20.7833,97.0333,64.85,92,88,2.53,MM,1630073708
388,El Batey,19.7667,-70.5167,87.71,66,20,11.5,DO,1630073552
389,Naze,28.3667,129.4833,77.18,77,12,5.35,JP,1630073708
390,Ilulissat,69.2167,-51.1,42.82,81,75,4.61,GL,1630073709
391,Preobrazheniye,42.9019,133.9064,67.95,79,100,6.42,RU,1630073709
392,Bintulu,3.1667,113.0333,79.25,77,100,4.14,MY,1630073709
393,Canoinhas,-26.1772,-50.39,59.65,71,100,4.16,BR,1630073710
394,Kaabong,3.4836,34.1492,80.06,36,44,5.84,UG,1630073710
395,Krasnosel'kup,65.7,82.4667,43.61,80,100,25.5,RU,1630073710
396,Edd,13.9297,41.6925,94.44,61,6,13.31,ER,1630073712
397,Alice Springs,-23.7,133.8833,56.75,24,75,3.44,AU,1630073712
398,Warwick,41.7001,-71.4162,89.28,74,20,3.44,US,1630073525
399,Volterra,43.4003,10.86,83.3,42,89,7.61,IT,1630073713
400,Urcos,-13.6861,-71.6228,57.09,60,74,6.51,PE,1630073713
401,Asău,46.4333,26.4,72.75,69,76,5.26,RO,1630073713
402,Constitución,-35.3333,-72.4167,51.64,61,100,1.12,CL,1630073714
403,Plettenberg Bay,-34.0527,23.3716,51.26,70,100,16.04,ZA,1630073714
404,Makokou,0.5738,12.8642,89.94,55,75,3.42,GA,1630073714
405,Erzin,36.9559,36.2,95.52,46,0,8.5,TR,1630073715
406,Namtsy,62.7161,129.6658,46.51,70,96,14.67,RU,1630073715
407,Khandyga,62.6667,135.6,45.72,98,54,4.88,RU,1630073715
408,Itacaré,-14.2775,-38.9967,75.67,85,70,8.59,BR,1630073716
409,Lingao,19.9103,109.6859,81.41,78,1,13.13,CN,1630073716
410,Lloydminster,53.2835,-110.0016,53.28,93,100,4.38,CA,1630073716
411,Rexburg,43.826,-111.7897,58.28,58,1,8.05,US,1630073717
412,Rio Grande,-32.035,-52.0986,62.94,64,0,6.93,BR,1630073632
413,Nsanje,-16.92,35.262,95.94,19,0,5.77,MW,1630073717
414,Evensk,61.95,159.2333,48.92,99,100,7.96,RU,1630073717
415,Coquimbo,-29.9533,-71.3436,56.93,76,20,4.61,CL,1630073718
416,Subaan,13.0765,121.3647,79.81,89,84,2.39,PH,1630073718
417,Fairbanks,64.8378,-147.7164,46.6,94,90,1.01,US,1630073702
418,Canning,22.3189,88.6714,82.42,87,100,6.46,IN,1630073718
419,Bunia,1.5667,30.25,78.82,52,3,9.98,CD,1630073719
420,Bengkulu,-3.8004,102.2655,77.59,87,48,9.69,ID,1630073719
421,Garden City,42.3256,-83.331,80.62,83,75,4.61,US,1630073719
422,São João da Barra,-21.6403,-41.0511,78.89,63,22,8.59,BR,1630073720
423,Ténenkou,14.4572,-4.9169,89.56,46,97,3.09,ML,1630073720
424,Yelizovo,53.1873,158.3805,53.62,85,32,2.64,RU,1630073720
425,Askino,56.0901,56.5783,68.72,42,90,11.83,RU,1630073721
426,Sasina,44.7987,16.739,58.98,97,100,1.77,BA,1630073721
427,General Roca,-39.0333,-67.5833,50.76,35,32,13.87,AR,1630073721
428,Pārsābād,39.6482,47.9174,96.12,25,0,18.23,IR,1630073722
429,Beaverton,45.4871,-122.8037,60.87,83,90,1.01,US,1630073575
430,Byron Bay,-28.65,153.6167,52.88,57,0,9.26,AU,1630073722
431,Eldorado,-23.7869,-54.2836,60.03,77,100,6.58,BR,1630073722
432,Honiara,-9.4333,159.95,77.43,89,71,5.91,SB,1630073717
433,Babati,-4.2167,35.75,83.14,14,8,7.58,TZ,1630073723
434,Freeport,40.6576,-73.5832,89.96,69,1,1.01,US,1630073723
435,Bayan,46.0833,127.4,60.15,94,42,10.92,CN,1630073723
436,Mâncio Lima,-7.6142,-72.8958,86.59,56,56,3.2,BR,1630073724
437,Bosaso,11.2842,49.1816,93.76,44,9,4.29,SO,1630073724
438,Buin,-33.7333,-70.75,53.92,59,100,3.04,CL,1630073724
439,Belmonte,-15.8631,-38.8828,79.3,74,10,9.84,BR,1630073724
440,Nalhāti,24.3,87.8167,81.27,88,100,4.97,IN,1630073725
441,Pontianak,-0.0333,109.3333,76.98,94,75,3.44,ID,1630073725
442,Ossora,59.2353,163.0719,55.63,95,100,2.42,RU,1630073726
443,Boden,65.8252,21.6886,57.2,50,0,5.97,SE,1630073726
444,Camaná,-16.6228,-72.7111,61.27,81,98,10.51,PE,1630073726
445,Meulaboh,4.1363,96.1285,79.2,80,99,0.83,ID,1630073727
446,Khor,47.8861,134.9464,60.84,94,91,4.72,RU,1630073727
447,Porto Nacional,-10.7081,-48.4172,93.2,18,35,9.93,BR,1630073727
448,Ust-Maya,60.4167,134.5333,49.64,82,100,6.55,RU,1630073727
449,Arica,-18.475,-70.3042,61.03,63,90,5.75,CL,1630073630
450,Broome,42.2506,-75.833,76.91,86,1,0.0,US,1630073728
451,Hervey Bay,-25.2986,152.8535,56.03,65,0,5.53,AU,1630073728
452,Belozërskoye,55.8214,65.5842,65.46,83,70,9.48,RU,1630073728
453,Porto de Moz,-1.7483,-52.2383,90.99,51,60,4.12,BR,1630073729
454,Madera,37.1666,-119.8343,75.42,33,0,3.04,US,1630073729
455,Gamba,-2.65,10.0,77.45,78,88,10.29,GA,1630073487
456,Coahuayana Viejo,18.7333,-103.6833,78.28,86,100,3.49,MX,1630073729
457,Abnūb,27.2696,31.1511,101.68,13,0,15.64,EG,1630073730
458,Tari,12.4086,4.4914,90.43,48,85,3.22,NG,1630073730
459,Port Macquarie,-31.4333,152.9167,48.16,60,0,8.16,AU,1630073731
460,Palestine,31.9216,35.2033,87.94,61,6,13.87,PS,1630073731
461,North Branch,45.5113,-92.9802,70.23,98,100,14.18,US,1630073731
462,Esim,4.8699,-2.2405,82.09,69,70,9.95,GH,1630073731
463,Hong Kong,22.2855,114.1577,80.58,83,18,15.01,HK,1630073509
464,Desaguadero,-16.5656,-69.0417,47.25,34,32,3.04,PE,1630073732
465,Firminópolis,-16.5819,-50.305,90.63,20,5,7.67,BR,1630073732
466,Dawei,14.0833,98.2,75.74,93,100,4.97,MM,1630073732
467,At-Bashi,41.1702,75.8106,63.1,30,15,6.82,KG,1630073733
468,Bitung,1.4451,125.1824,79.29,83,62,2.3,ID,1630073733
469,Matara,5.9485,80.5353,78.42,89,63,13.49,LK,1630073734
470,Comodoro Rivadavia,-45.8667,-67.5,44.46,57,0,4.61,AR,1630073734
471,Nouadhibou,20.931,-17.0347,76.68,69,10,18.45,MR,1630073735
472,Mogadishu,2.0371,45.3438,77.9,80,35,21.81,SO,1630073527
473,Kutum,14.2,24.6667,91.49,22,76,13.49,SD,1630073735
474,Buşayrā,30.7376,35.6078,89.26,27,93,7.76,JO,1630073735
475,Inta,66.0317,60.1659,48.76,75,99,10.47,RU,1630073736
476,Northam,51.0333,-4.2167,71.47,65,0,9.91,GB,1630073736
477,Togur,58.3631,82.8265,68.36,74,39,1.14,RU,1630073736
478,Mangaratiba,-22.9597,-44.0406,81.46,83,99,5.17,BR,1630073737
479,Solnechnyy,50.7214,136.6319,58.87,96,100,2.95,RU,1630073737
480,Benjamin Constant,-4.3831,-70.0311,84.25,79,0,4.61,BR,1630073737
481,Marsh Harbour,26.5412,-77.0636,83.37,75,100,17.29,BS,1630073738
482,Rock Sound,24.9,-76.2,83.01,74,81,14.54,BS,1630073738
483,Kamenka,51.3223,42.7678,78.62,31,100,2.98,RU,1630073738
484,Erenhot,43.6475,111.9767,61.66,52,57,5.99,CN,1630073739
485,Tilichiki,60.4667,166.1,50.74,92,100,3.4,RU,1630073739
486,Manta,-0.95,-80.7333,73.18,83,90,4.61,EC,1630073739
487,Poya,-21.35,165.15,68.81,84,98,4.79,NC,1630073740
488,Pargas,60.3067,22.301,58.14,76,100,12.26,FI,1630073653
489,Ulaanbaatar,47.9077,106.8832,42.93,81,20,2.24,MN,1630073740
490,Egvekinot,66.3167,-179.1667,37.44,92,100,6.15,RU,1630073740
491,Port Lincoln,-34.7333,135.8667,53.85,74,38,13.89,AU,1630073548
492,Assiut,27.181,31.1837,101.79,13,0,15.82,EG,1630073741
493,Kaitangata,-46.2817,169.8464,45.72,94,100,6.93,NZ,1630073741
494,Wundanyi,-3.4019,38.364,76.51,22,32,13.22,KE,1630073741
495,Nanortalik,60.1432,-45.2371,43.0,82,24,20.47,GL,1630073742
496,Richards Bay,-28.783,32.0377,73.04,73,31,10.49,ZA,1630073742
497,Saint-Paul,-21.0096,55.2707,69.89,76,40,2.19,RE,1630073743
498,Paka,4.6374,103.4368,79.29,86,41,8.08,MY,1630073743
499,Quimper,48.0,-4.1,72.18,53,20,8.05,FR,1630073743
500,Halifax,44.6453,-63.5724,82.53,78,14,7.23,CA,1630073585
501,Vila,42.0304,-8.1588,82.71,48,1,8.34,PT,1630073744
502,Pak Phanang,8.3511,100.202,81.61,75,93,3.27,TH,1630073744
503,Fagernes,60.9858,9.2324,66.27,52,76,4.83,NO,1630073744
504,Japura,-0.3167,102.35,74.23,94,51,3.0,ID,1630073745
505,Mount Darwin,-16.7725,31.5838,85.08,19,3,9.37,ZW,1630073745
506,Mayya,61.7333,130.2811,45.72,62,100,11.74,RU,1630073745
507,Mfou,3.7159,11.6427,80.69,69,100,3.69,CM,1630073746
508,Medford,42.3265,-122.8756,58.73,85,1,0.0,US,1630073511
509,Sola,-13.8833,167.55,78.4,75,99,21.32,VU,1630073746
510,Pilar,-9.5972,-35.9567,82.33,68,36,12.62,BR,1630073549
511,Laas,46.6166,10.7002,75.11,33,21,4.61,IT,1630073747
512,Road Town,18.4167,-64.6167,87.21,79,40,14.97,VG,1630073609
513,Yerbogachën,61.2767,108.0108,50.07,67,24,3.6,RU,1630073532
514,Pata,17.7152,121.5018,77.41,84,99,3.76,PH,1630073747
515,Fort Nelson,58.8053,-122.7002,54.99,88,75,6.91,CA,1630073748
